id_mesa,id_partido,votos,fecha_hora
ebb736f2-4d46-4b4f-9d72-083512798f57,aeb0001b-c798-4894-a55c-6bb67a5a959f,3,2025-05-24 13:23:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,21e85fd0-fcba-47e5-8872-36d163e7a34f,40,2025-05-23 16:22:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,07f93b46-14e9-442a-a7fb-99f381a086aa,27,2025-05-23 18:15:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,d25a7349-ec24-4657-8312-d8ac7cbd9be3,9,2025-05-23 22:32:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,9776b76f-9e9e-4abb-8f80-ff4941f703f7,77,2025-05-23 17:30:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,e11230b5-e340-4183-904c-37702014a129,2,2025-05-24 08:02:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,c751c898-4d8f-42f6-85fb-9afafa0b0be8,11,2025-05-24 09:20:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,360ccd04-f6ac-4780-9993-294fb055383e,3,2025-05-24 02:03:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,f3f2f75f-1298-473b-8e7d-4de745b91715,7,2025-05-24 09:34:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,e655a2d3-5371-4ba4-9776-3435aa4c26c5,0,2025-05-23 22:05:36
8e761fc9-fbe3-4c9a-b3d4-57a0756b55c5,aeb0001b-c798-4894-a55c-6bb67a5a959f,2,2025-05-24 08:24:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,21e85fd0-fcba-47e5-8872-36d163e7a34f,37,2025-05-24 06:09:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,07f93b46-14e9-442a-a7fb-99f381a086aa,26,2025-05-23 22:44:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,d25a7349-ec24-4657-8312-d8ac7cbd9be3,20,2025-05-24 05:22:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,9776b76f-9e9e-4abb-8f80-ff4941f703f7,17,2025-05-24 08:27:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,e11230b5-e340-4183-904c-37702014a129,10,2025-05-24 08:00:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,c751c898-4d8f-42f6-85fb-9afafa0b0be8,9,2025-05-24 01:37:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,360ccd04-f6ac-4780-9993-294fb055383e,1,2025-05-24 09:13:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,f3f2f75f-1298-473b-8e7d-4de745b91715,2,2025-05-23 18:48:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,e655a2d3-5371-4ba4-9776-3435aa4c26c5,5,2025-05-24 00:45:36
31fcdb78-9382-4e87-aaf5-f93a2fa4d52d,aeb0001b-c798-4894-a55c-6bb67a5a959f,2,2025-05-24 01:35:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,21e85fd0-fcba-47e5-8872-36d163e7a34f,16,2025-05-23 20:15:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,07f93b46-14e9-442a-a7fb-99f381a086aa,9,2025-05-23 15:39:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,d25a7349-ec24-4657-8312-d8ac7cbd9be3,3,2025-05-23 22:04:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,9776b76f-9e9e-4abb-8f80-ff4941f703f7,22,2025-05-24 11:52:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,e11230b5-e340-4183-904c-37702014a129,1,2025-05-23 17:23:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,c751c898-4d8f-42f6-85fb-9afafa0b0be8,4,2025-05-24 09:59:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,360ccd04-f6ac-4780-9993-294fb055383e,0,2025-05-23 23:01:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,f3f2f75f-1298-473b-8e7d-4de745b91715,4,2025-05-24 04:34:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,e655a2d3-5371-4ba4-9776-3435aa4c26c5,0,2025-05-23 20:11:36
79092ab4-25d1-4d77-a8bd-18d53b5a100f,aeb0001b-c798-4894-a55c-6bb67a5a959f,3,2025-05-24 09:14:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,21e85fd0-fcba-47e5-8872-36d163e7a34f,22,2025-05-23 20:00:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,07f93b46-14e9-442a-a7fb-99f381a086aa,21,2025-05-23 18:06:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,d25a7349-ec24-4657-8312-d8ac7cbd9be3,17,2025-05-23 16:53:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,9776b76f-9e9e-4abb-8f80-ff4941f703f7,16,2025-05-23 23:25:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,e11230b5-e340-4183-904c-37702014a129,15,2025-05-24 13:01:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,c751c898-4d8f-42f6-85fb-9afafa0b0be8,16,2025-05-24 11:15:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,360ccd04-f6ac-4780-9993-294fb055383e,6,2025-05-23 22:44:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,f3f2f75f-1298-473b-8e7d-4de745b91715,2,2025-05-24 00:36:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,e655a2d3-5371-4ba4-9776-3435aa4c26c5,2,2025-05-23 19:01:36
01b05f5b-d49c-465c-af90-28aa44a2b70d,aeb0001b-c798-4894-a55c-6bb67a5a959f,7,2025-05-23 21:28:36
df564abf-246f-4edf-bb20-e968c4aebcb3,21e85fd0-fcba-47e5-8872-36d163e7a34f,6,2025-05-23 15:33:36
df564abf-246f-4edf-bb20-e968c4aebcb3,07f93b46-14e9-442a-a7fb-99f381a086aa,13,2025-05-23 22:02:36
df564abf-246f-4edf-bb20-e968c4aebcb3,d25a7349-ec24-4657-8312-d8ac7cbd9be3,5,2025-05-24 01:42:36
df564abf-246f-4edf-bb20-e968c4aebcb3,9776b76f-9e9e-4abb-8f80-ff4941f703f7,10,2025-05-24 01:37:36
df564abf-246f-4edf-bb20-e968c4aebcb3,e11230b5-e340-4183-904c-37702014a129,8,2025-05-24 05:44:36
df564abf-246f-4edf-bb20-e968c4aebcb3,c751c898-4d8f-42f6-85fb-9afafa0b0be8,7,2025-05-24 09:42:36
df564abf-246f-4edf-bb20-e968c4aebcb3,360ccd04-f6ac-4780-9993-294fb055383e,7,2025-05-24 02:30:36
df564abf-246f-4edf-bb20-e968c4aebcb3,f3f2f75f-1298-473b-8e7d-4de745b91715,1,2025-05-23 18:18:36
df564abf-246f-4edf-bb20-e968c4aebcb3,e655a2d3-5371-4ba4-9776-3435aa4c26c5,1,2025-05-24 00:28:36
df564abf-246f-4edf-bb20-e968c4aebcb3,aeb0001b-c798-4894-a55c-6bb67a5a959f,2,2025-05-24 12:51:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,21e85fd0-fcba-47e5-8872-36d163e7a34f,20,2025-05-23 23:47:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,07f93b46-14e9-442a-a7fb-99f381a086aa,2,2025-05-23 14:12:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,d25a7349-ec24-4657-8312-d8ac7cbd9be3,4,2025-05-24 08:08:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,9776b76f-9e9e-4abb-8f80-ff4941f703f7,8,2025-05-24 02:10:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,e11230b5-e340-4183-904c-37702014a129,8,2025-05-23 16:29:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,c751c898-4d8f-42f6-85fb-9afafa0b0be8,4,2025-05-24 05:50:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,360ccd04-f6ac-4780-9993-294fb055383e,2,2025-05-24 10:21:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,f3f2f75f-1298-473b-8e7d-4de745b91715,3,2025-05-23 16:33:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,e655a2d3-5371-4ba4-9776-3435aa4c26c5,3,2025-05-23 13:52:36
e56fea91-b6a5-4daf-9a4c-69af5a8e22d2,aeb0001b-c798-4894-a55c-6bb67a5a959f,6,2025-05-23 22:06:36
83f5df10-c987-4abf-83cc-b804333fc043,21e85fd0-fcba-47e5-8872-36d163e7a34f,41,2025-05-23 14:29:36
83f5df10-c987-4abf-83cc-b804333fc043,07f93b46-14e9-442a-a7fb-99f381a086aa,28,2025-05-24 05:36:36
83f5df10-c987-4abf-83cc-b804333fc043,d25a7349-ec24-4657-8312-d8ac7cbd9be3,8,2025-05-24 01:50:36
83f5df10-c987-4abf-83cc-b804333fc043,9776b76f-9e9e-4abb-8f80-ff4941f703f7,61,2025-05-23 22:20:36
83f5df10-c987-4abf-83cc-b804333fc043,e11230b5-e340-4183-904c-37702014a129,0,2025-05-24 04:35:36
83f5df10-c987-4abf-83cc-b804333fc043,c751c898-4d8f-42f6-85fb-9afafa0b0be8,5,2025-05-23 19:16:36
83f5df10-c987-4abf-83cc-b804333fc043,360ccd04-f6ac-4780-9993-294fb055383e,1,2025-05-23 19:32:36
83f5df10-c987-4abf-83cc-b804333fc043,f3f2f75f-1298-473b-8e7d-4de745b91715,4,2025-05-23 14:56:36
83f5df10-c987-4abf-83cc-b804333fc043,e655a2d3-5371-4ba4-9776-3435aa4c26c5,1,2025-05-23 14:45:36
83f5df10-c987-4abf-83cc-b804333fc043,aeb0001b-c798-4894-a55c-6bb67a5a959f,4,2025-05-24 03:25:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,21e85fd0-fcba-47e5-8872-36d163e7a34f,51,2025-05-24 07:55:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,07f93b46-14e9-442a-a7fb-99f381a086aa,20,2025-05-24 11:53:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,d25a7349-ec24-4657-8312-d8ac7cbd9be3,17,2025-05-23 14:41:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,9776b76f-9e9e-4abb-8f80-ff4941f703f7,30,2025-05-23 15:13:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,e11230b5-e340-4183-904c-37702014a129,9,2025-05-23 21:49:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,c751c898-4d8f-42f6-85fb-9afafa0b0be8,11,2025-05-23 19:17:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,360ccd04-f6ac-4780-9993-294fb055383e,6,2025-05-24 07:03:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,f3f2f75f-1298-473b-8e7d-4de745b91715,4,2025-05-23 15:15:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,e655a2d3-5371-4ba4-9776-3435aa4c26c5,5,2025-05-24 10:14:36
f3120f4a-7c96-413f-82bf-f9602f7ce178,aeb0001b-c798-4894-a55c-6bb67a5a959f,3,2025-05-24 04:01:36
257310f2-f590-469a-89c6-00ee2fa8aa99,21e85fd0-fcba-47e5-8872-36d163e7a34f,23,2025-05-23 23:03:36
257310f2-f590-469a-89c6-00ee2fa8aa99,07f93b46-14e9-442a-a7fb-99f381a086aa,9,2025-05-23 22:10:36
257310f2-f590-469a-89c6-00ee2fa8aa99,d25a7349-ec24-4657-8312-d8ac7cbd9be3,3,2025-05-23 23:23:36
257310f2-f590-469a-89c6-00ee2fa8aa99,9776b76f-9e9e-4abb-8f80-ff4941f703f7,27,2025-05-24 01:27:36
257310f2-f590-469a-89c6-00ee2fa8aa99,e11230b5-e340-4183-904c-37702014a129,1,2025-05-24 04:18:36
257310f2-f590-469a-89c6-00ee2fa8aa99,c751c898-4d8f-42f6-85fb-9afafa0b0be8,5,2025-05-24 04:11:36
257310f2-f590-469a-89c6-00ee2fa8aa99,360ccd04-f6ac-4780-9993-294fb055383e,0,2025-05-23 23:32:36
257310f2-f590-469a-89c6-00ee2fa8aa99,f3f2f75f-1298-473b-8e7d-4de745b91715,1,2025-05-23 16:53:36
257310f2-f590-469a-89c6-00ee2fa8aa99,e655a2d3-5371-4ba4-9776-3435aa4c26c5,0,2025-05-23 20:35:36
257310f2-f590-469a-89c6-00ee2fa8aa99,aeb0001b-c798-4894-a55c-6bb67a5a959f,1,2025-05-24 01:39:36
985382b2-0c15-42d5-8363-e213530c937e,21e85fd0-fcba-47e5-8872-36d163e7a34f,62,2025-05-23 14:53:36
985382b2-0c15-42d5-8363-e213530c937e,07f93b46-14e9-442a-a7fb-99f381a086aa,47,2025-05-23 16:31:36
985382b2-0c15-42d5-8363-e213530c937e,d25a7349-ec24-4657-8312-d8ac7cbd9be3,11,2025-05-24 02:55:36
985382b2-0c15-42d5-8363-e213530c937e,9776b76f-9e9e-4abb-8f80-ff4941f703f7,24,2025-05-23 19:40:36
985382b2-0c15-42d5-8363-e213530c937e,e11230b5-e340-4183-904c-37702014a129,19,2025-05-23 14:34:36
985382b2-0c15-42d5-8363-e213530c937e,c751c898-4d8f-42f6-85fb-9afafa0b0be8,19,2025-05-24 06:19:36
985382b2-0c15-42d5-8363-e213530c937e,360ccd04-f6ac-4780-9993-294fb055383e,3,2025-05-24 00:25:36
985382b2-0c15-42d5-8363-e213530c937e,f3f2f75f-1298-473b-8e7d-4de745b91715,15,2025-05-24 02:47:36
985382b2-0c15-42d5-8363-e213530c937e,e655a2d3-5371-4ba4-9776-3435aa4c26c5,7,2025-05-23 20:45:36
985382b2-0c15-42d5-8363-e213530c937e,aeb0001b-c798-4894-a55c-6bb67a5a959f,2,2025-05-24 02:21:36
9606fc82-db33-4e24-b1ad-37546c996f9d,21e85fd0-fcba-47e5-8872-36d163e7a34f,18,2025-05-24 01:07:36
9606fc82-db33-4e24-b1ad-37546c996f9d,07f93b46-14e9-442a-a7fb-99f381a086aa,7,2025-05-24 10:46:36
9606fc82-db33-4e24-b1ad-37546c996f9d,d25a7349-ec24-4657-8312-d8ac7cbd9be3,9,2025-05-23 15:29:36
9606fc82-db33-4e24-b1ad-37546c996f9d,9776b76f-9e9e-4abb-8f80-ff4941f703f7,26,2025-05-23 16:27:36
9606fc82-db33-4e24-b1ad-37546c996f9d,e11230b5-e340-4183-904c-37702014a129,8,2025-05-23 15:33:36
9606fc82-db33-4e24-b1ad-37546c996f9d,c751c898-4d8f-42f6-85fb-9afafa0b0be8,3,2025-05-24 00:20:36
9606fc82-db33-4e24-b1ad-37546c996f9d,360ccd04-f6ac-4780-9993-294fb055383e,2,2025-05-24 01:49:36
9606fc82-db33-4e24-b1ad-37546c996f9d,f3f2f75f-1298-473b-8e7d-4de745b91715,3,2025-05-23 21:53:36
9606fc82-db33-4e24-b1ad-37546c996f9d,e655a2d3-5371-4ba4-9776-3435aa4c26c5,1,2025-05-24 00:46:36
9606fc82-db33-4e24-b1ad-37546c996f9d,aeb0001b-c798-4894-a55c-6bb67a5a959f,3,2025-05-23 13:38:36
6e27adbb-be89-4646-b12d-665b7e182083,21e85fd0-fcba-47e5-8872-36d163e7a34f,16,2025-05-23 17:00:36
6e27adbb-be89-4646-b12d-665b7e182083,07f93b46-14e9-442a-a7fb-99f381a086aa,8,2025-05-24 01:13:36
6e27adbb-be89-4646-b12d-665b7e182083,d25a7349-ec24-4657-8312-d8ac7cbd9be3,9,2025-05-24 01:21:36
6e27adbb-be89-4646-b12d-665b7e182083,9776b76f-9e9e-4abb-8f80-ff4941f703f7,24,2025-05-23 19:34:36
6e27adbb-be89-4646-b12d-665b7e182083,e11230b5-e340-4183-904c-37702014a129,6,2025-05-24 05:50:36
6e27adbb-be89-4646-b12d-665b7e182083,c751c898-4d8f-42f6-85fb-9afafa0b0be8,1,2025-05-24 07:11:36
6e27adbb-be89-4646-b12d-665b7e182083,360ccd04-f6ac-4780-9993-294fb055383e,0,2025-05-23 21:26:36
6e27adbb-be89-4646-b12d-665b7e182083,f3f2f75f-1298-473b-8e7d-4de745b91715,4,2025-05-24 08:26:36
6e27adbb-be89-4646-b12d-665b7e182083,e655a2d3-5371-4ba4-9776-3435aa4c26c5,4,2025-05-23 15:04:36
6e27adbb-be89-4646-b12d-665b7e182083,aeb0001b-c798-4894-a55c-6bb67a5a959f,1,2025-05-24 03:05:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,21e85fd0-fcba-47e5-8872-36d163e7a34f,24,2025-05-24 02:45:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,07f93b46-14e9-442a-a7fb-99f381a086aa,20,2025-05-24 08:23:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,d25a7349-ec24-4657-8312-d8ac7cbd9be3,12,2025-05-23 15:53:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,9776b76f-9e9e-4abb-8f80-ff4941f703f7,28,2025-05-24 07:02:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,e11230b5-e340-4183-904c-37702014a129,18,2025-05-23 23:52:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,c751c898-4d8f-42f6-85fb-9afafa0b0be8,15,2025-05-24 06:59:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,360ccd04-f6ac-4780-9993-294fb055383e,9,2025-05-23 17:55:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,f3f2f75f-1298-473b-8e7d-4de745b91715,5,2025-05-23 14:17:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,e655a2d3-5371-4ba4-9776-3435aa4c26c5,1,2025-05-24 04:33:36
451febf4-2a0d-4659-ae7c-e2d2b3a6d673,aeb0001b-c798-4894-a55c-6bb67a5a959f,6,2025-05-23 16:05:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,21e85fd0-fcba-47e5-8872-36d163e7a34f,27,2025-05-24 06:40:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,07f93b46-14e9-442a-a7fb-99f381a086aa,22,2025-05-24 11:19:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,d25a7349-ec24-4657-8312-d8ac7cbd9be3,9,2025-05-23 21:58:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,9776b76f-9e9e-4abb-8f80-ff4941f703f7,24,2025-05-23 14:00:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,e11230b5-e340-4183-904c-37702014a129,6,2025-05-23 14:23:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,c751c898-4d8f-42f6-85fb-9afafa0b0be8,5,2025-05-23 20:59:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,360ccd04-f6ac-4780-9993-294fb055383e,4,2025-05-24 13:02:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,f3f2f75f-1298-473b-8e7d-4de745b91715,0,2025-05-24 00:42:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,e655a2d3-5371-4ba4-9776-3435aa4c26c5,3,2025-05-24 05:58:36
7e1c51e2-8d7e-4005-9f90-b3e2261f255c,aeb0001b-c798-4894-a55c-6bb67a5a959f,3,2025-05-23 14:56:36
70af0191-e47c-4ef0-b8e3-56c651280998,21e85fd0-fcba-47e5-8872-36d163e7a34f,0,2025-05-24 11:37:36
70af0191-e47c-4ef0-b8e3-56c651280998,07f93b46-14e9-442a-a7fb-99f381a086aa,12,2025-05-24 10:47:36
70af0191-e47c-4ef0-b8e3-56c651280998,d25a7349-ec24-4657-8312-d8ac7cbd9be3,23,2025-05-24 05:44:36
70af0191-e47c-4ef0-b8e3-56c651280998,9776b76f-9e9e-4abb-8f80-ff4941f703f7,3,2025-05-23 13:26:36
70af0191-e47c-4ef0-b8e3-56c651280998,e11230b5-e340-4183-904c-37702014a129,5,2025-05-24 06:05:36
